File name,Question,Answer,Distractor 1,Distractor 2,Distractor 3,Author
163,What color is the night sand?,beige,pink,blue,green,Aura
163,When does the girl go to sleep?,early,late,7:00 AM,7:00 PM,Aura
164,What color is the pillow from the bed?,pink,orange,beige,red,Aura
164,What hairstyle does the standing girl do?,high ponny,bun,braids,braided bun,Aura
164,What color are the walls?,pink,yellow,orange,red,Aura
164,What color is the hair brush?,peach,blue,beige,green,Aura
164,Where are the girls sitting?,on the floor,on the bed,on the couch,at the table,Aura
165,What will the standing girl do first?,put hair up,clean hair,comb hair,wash hair,Aura
165,What color is the bed frame?,white,blue,red,green,Aura
165,What will the standing girl do second?,braid the hair,comb the hair,wash the hair,put the hair up,Aura
165,What color is the hair tie?,black,silver,white,orange,Aura
165,How many people are in the video?,2,1,5,3,Aura
166,What color is the girl's hair?,blonde,brown,red,black,Aura
166,What color is the lava lamp?,magenta,golden,silver,white,Aura
166,What color is the fan?,white,blue,red,green,Aura
166,What color are the pants of the standing girl?,pink and white,beige,green,blue,Aura
166,What does the standing girl do?,braids hair,combs hair,washes hair,folds clothes,Aura
167,What is the girl sitting down wearing?,towel,dress,coat,blazer,Aura
167,What color is the top of the standing girl?,blue,magenta,golden,silver,Aura
167,What does the standing girl do?,arranges hair ,folds clothes,builds a truck,washes hair,Aura
167,What does the standing girl decide to do?,twist,braid,bun,ponny tail,Aura
167,Where are the girls?,bedroom,bathroom,kitchen,balcony,Aura
168,How many boxes are there?,4,5,2,1,Aura
168,What challenge are they doing?,lego building ,apple eating,book reading,lego buying,Aura
168,How many boxes are they emptying?,4,2,1,5,Aura
168,What color is the train table?,blue,red,green,black,Aura
168,Who is walking on legoes?,man and child,2 cats,mother,dog,Aura
168,What's the material they are going to use for building?,lego,wood luggage,plastic,tile,Penghao
168,How many people are in this video?,3,1,2,4 ,Penghao
168,How many kids are in this video?,1,2,3,4 ,Penghao
168,How many boys are in the room?,1,2,3,4 ,Penghao
168,How many boxs they have?,4 ,1,2,3,Penghao
169,How many minutes do they have for 1st challenge?,5,10,15,3,Aura
169,What is the 1st challenge?,build the coolest race car,build the coolest train,build the smallest race car,build a truck,Aura
169,What color is the carpet?,beige,blue,red,green,Aura
169,Who has already started building?,dad,boy,mother,cousin,Aura
169,What do they use to build a car?,legoes ,cardboard,paper,magnets,Aura
169,What is the first challenge?,build the coolest gaint lego car,build a ice cream,build a tree,build a bread,Penghao
169,How long they have for the challenge one?,5 minutes,1 hour,2 hours,1 minutes,Penghao
169,What did the boy built?,transforming car,tree,ice cream,bread,Penghao
169,How many people are in this video?,3,1,2,4 ,Penghao
169,How many kids are in this video?,1,2,3,4 ,Penghao
170,What did the dad build?,race car,truck,train,turtle,Aura
170,How many race cars are?,2,1,5,10,Aura
170,What type of race care the dad built?,traditional,classic,modern,robot,Aura
170,How many wheels does Ryan's car have?,6,3,4,5,Aura
170,How many wheels does dad's car have?,4,5,10,3,Aura
170,Who won?,the little boy,father,mother,grandpa,Penghao
170,How many people are in this video?,3,1,2,4 ,Penghao
170,How many kids are in this video?,1,2,3,4 ,Penghao
170,What's the color of the door?,white,red,black,pink,Penghao
170,What's the topic of the round 2?,build a chair,build a car,build a tree,build a bread,Penghao
170,How long they have for the challenge 2?,5 minutes,1 hour,2 hours,1 minutes,Penghao
170,What kind of chairs did the dad built?,king's chair,wing chair,club chair,ball chair,Penghao
170,What's the problem with the boy's chair?,too high for him,too expensive,too little,collapse,Penghao
171,Which round goes to Ryan?,1,2,3,4,Aura
171,What do they make for round 2?,a real chair,a real train ,a table,a boat,Aura
171,How many minutes do they have for round 2?,5,10,4,3,Aura
171,Where are they?,in a room,in a museum,in a balloon,in a car,Aura
171,What test do they do?,sit test,taste test,water test,squeeze test,Aura
171,What's the name of the boy?,Ryan,Jack,David,Eric,Penghao
171,Who won the round one?,Ryan,father,mother,granpa,Penghao
171,What's the topic of the round 2?,build a chair,build a car,build a tree,build a bread,Penghao
171,How long they have for the challenge 2?,5 minutes,1 hour,2 hours,1 minutes,Penghao
171,What kind of chairs did the dad built?,king's chair,wing chair,club chair,ball chair,Penghao
172,Who sits on the brick chair?,Hulk,Elsa,Olaf,Batman,Aura
172,How does daddy's chair look like?,king throne,truck,car,castle,Aura
172,Whose chair is higher?,daddy's,Ryan's,mommy's,aunt's,Aura
172,What contest they had?,chair building,truck building,table building,castle building,Aura
172,How many points each got?,1,5,10,2,Aura
172,Who won the round 2?,daddy,Rayn,mother,granpa,Penghao
172,What's the color of the door?,white,red,black,pink,Penghao
172,What's the relationship between those 3 people?,parents and child,teachers and students,friends,colleagues,Penghao
172,Which round will decide the winner?,round 3,round 1,round 2,round 4 ,Penghao
172,What they should build in the round 3?,giraffe,lion,dog,cat,Penghao
173,What color is the brick pilar?,yellow,golden,black,brown,Aura
173,How many people are in the video?,2,1,10,4,Aura
173,What are the boy and dad doing?,play,sing,run,eat,Aura
173,What exercise are they doing?,team building,table building,castle building,running,Aura
173,How many minutes do they have to build?,5,2,4,3,Aura
173,Rayn improved what he built before?,chair building,lion,giraffe,ice cream,Penghao
173,How does the mom say about Rayn's new chair?,good,bad,angrey,sad,Penghao
173,What should they build for team exercise?,something tall and cool,animal,ice cream,car,Penghao
173,What's the relationship between those 3 people?,parents and child,teachers and students,friends,colleagues,Penghao
174,Where is the boy hiding?,behing the brick wall,in a box,in a closet,under the table,Aura
174,What color is the boy's hair?,black,blonde,brown,ginger,Aura
174,What color is the boy's top?,blue,yellow,green,grey,Aura
174,Where do they go in the break?,eat pizza,drink,read,cook,Aura
174,What do the people in the costume do?,destroy the wall,build the wall,build a race car,steal,Aura
174,What dit they build for the team exercise?,fort,animal,ice cream,car,Penghao
174,What's the color of the little chair?,green,red,black,pink,Penghao
174,What is the color of the door?,white,yellow,black,brown,Penghao
174,What kind of curtains they used?,blinds,goblet pleat curtains,sheer curtains,eyelet curtains,Penghao
175,What is the girl in the pink cape doing in the beginning?,jumps up and down,cries,sings,sleeps,Aura
175,What color is the girl's hair band?,blue,yellow,green,black,Aura
175,How many girls are wearing a hair band?,1,2,3,0,Aura
175,What color are the girl's fingernails?,blue,green,yellow,red,Aura
175,What is the 3rd gift?,Jemma St1 ,car,dog,purse,Aura
175,What is the color of the sofa?,black,blue,brown,purple,Penghao
175,How many girls are in the room?,2,1,3,4 ,Penghao
175,How many trees are in the room?,1,2,3,4 ,Penghao
175,What did the older sister got?,Shopkins chef club,tree,car,cake,Penghao
175,What did the younger sister got?,Poppy from the Trolls movie,tree,car,cake,Penghao
176,Where can the girl put all the kittens?,the handbag,the garage,the box,the carrier,Aura
176,How many kitties are in the box?,4,5,6,3,Aura
176,How many presents do they open in total?,4,6,3,2,Aura
176,What is the 4th present?,a Barbie playset,a kitchen playset,a zoo playset,a bathroom playset,Aura
176,How many outfits are in the Babie playset?,2,4,5,1,Aura
176,How many trees are in the room?,1,2,3,4 ,Penghao
176,What is the color of the sofa?,black,blue,brown,purple,Penghao
176,How many kids are in the room?,2,1,3,4 ,Penghao
176,How many girls are in the room?,2,1,3,4 ,Penghao
176,How many boys are in the room?,0,1,3,4 ,Penghao
177,From where are they taking the first gifts?,the gift bag,the store,from under the tree,the inbox,Aura
177,What is the name of the first doll?,Princess Alexa,Princess Mia,Helena,Maria,Aura
177,What color is the hair of first doll?,blonde,brown,black,red,Aura
177,What kind of juice can be made with the gift?,orange juice,beets juice,lemon juice,apple juice,Aura
177,What is in the Elsa Frozen set?,apron and spatula,apron and kitchen,spatula and knife,dress,Aura
177,What did the older sister got at the beginning of the video?,Barbie,tree,car,cake,Penghao
177,What feature does Barbie have?,singing,cooking,crying,laughing,Penghao
177,What is the color of the sofa?,black,blue,brown,purple,Penghao
177,How many trees are in the room?,1,2,3,4 ,Penghao
177,How many kids are in the room?,2,1,3,4 ,Penghao
178,What are the girls doing at the beginning of the video?,unwrap presents,wrap presents,throw away presents,send presents,Aura
178,What color is the hair of the doll?,red,grey,blue,violet,Aura
178,What are the first 2 presents?,doll and dog,doll and fish,cat and dog,purses,Aura
178,What color is the dog toy?,light brown,black,red,white,Aura
178,When does the dog close its eyes?,if you press his nose,if you squeeze his nose,if you press his belly,if you squeeze his paw,Aura
178,What kind of things they got?,toys,real cars,real tree,birthday cake,Penghao
178,How many boys are in the room?,0,1,3,4 ,Penghao
178,How many trees are in the room?,1,2,3,4 ,Penghao
178,How many kids are in the room?,2,1,3,4 ,Penghao
178,What is the color of the sofa?,black,blue,brown,purple,Penghao
179,What colors are the cupcake containers?,blue and violet,blue and red,white and violet,blue,Aura
179,How many boxes does the girl take out first?,2,4,3,5,Aura
179,What are the flavors for the cupcake boxes?,peanut butter and strawberry,peanut butter and blackberry,peanut butter,cocoa and cinnamon,Aura
179,How many colors does the caterpillar have?`,5,2,1,3,Aura
179,How many lollipop spinners did the girl get?,2,3,0,4,Aura
179,How many boys are in the room?,0,1,3,4 ,Penghao
179,How many trees are in the room?,1,2,3,4 ,Penghao
179,How many kids are in the room?,2,1,3,4 ,Penghao
179,What is the color of the sofa?,black,blue,brown,purple,Penghao
179,How many adults are in the room?,0,1,3,4 ,Penghao
180,What do the girls do to the gift boxes?,unwrap them,wrap them,squeeze them,hide them,Aura
180,What does the first girl takes out of the gift bag?,2 hello kitties,2 puppies,1 hello kitty,3 hello kitties,Aura
180,What does the second girl takes out of the gift bag first?,Mickey Mouse candy,pink candy,Mickey Mouse doll,apple candy,Aura
180,How many objects does the second girl takes out of the gift bag?,3,2,6,1,Aura
180,What is the color of the doggie pen?,red,pink ,yellow,white,Aura
180,What did the little one first get in the beginning of the video?,Hello Kitty,tree,car,cake,Penghao
180,How many Hello Kitties did the little 1 get?,2,1,3,4 ,Penghao
180,How many adults are in the room?,0,1,3,4 ,Penghao
180,How many boys are in the room?,0,1,3,4 ,Penghao
180,How many trees are in the room?,1,2,3,4 ,Penghao
181,What is the first object the girl takes out of the gift bag?,teddy bear,cat,car,baby doll,Aura
181,What color is the chiar behind the girl?,black,blue,burgundy,pink,Aura
181,Where is the first surprise gift bag from?,Wild Adventure,Wild Salmon,Wild Channel,Road Adventure,Aura
181,What is the second object the girl takes out of the gift bag?,t-shirt,dress,pants,bracelet,Aura
181,What is the third object the girl takes out of the gift bag?,bubbles,car,train,puppy,Aura
181,What does the older one can't belive?,there are still more suprises to open,there are no more suprises to open,nothing,Santa Claus really exists,Penghao
181,How many boys are in the room?,0,1,3,4 ,Penghao
181,How many trees are in the room?,1,2,3,4 ,Penghao
181,How many adults are in the room?,0,1,3,4 ,Penghao
181,How many kids are in the room?,2,1,3,4 ,Penghao
182,How color is the cushion on the chair?,burgundy,orange,brown,beige,Aura
182,What color is the hair brush?,teal,burgundy,orange,pink,Aura
182,How many girls are?,2,1,0,3,Aura
182,How many objects do they take out from the gift bag?,4,3,2,6,Aura
182,What are the girls wearing?,dresses,pants,swimsuits,sweaters,Aura
182,What's the color of the table?,white,red,yellow,blue,Penghao
182,How many kids are in the room?,2,1,3,4 ,Penghao
182,How many adults are in the room?,0,1,3,4 ,Penghao
182,How many boys are in the room?,0,1,3,4 ,Penghao
183,What color is the girls top?,dark red,yellow,white,blue,Aura
183,What are the children sitting on?,chairs,bed,couch,swing,Aura
183,How many yellow plates are on the table?,1,2,5,0,Aura
183,What do the children do?,eat,sing,play,run,Aura
183,What does the girl with long hair hold in her hand?,a fork,a knife,a rack,a toy,Aura
184,Where are the children?,at the table,on the bed,in the yard,on the terrace,Aura
184,What does the child use to wipe his hands?,a napkin,tablecloth,towel,curtain,Aura
184,How many white plates are on the table?,2,1,3,6,Aura
184,What color is the sippy cup's lid?,blue,orange,white,brown,Aura
184,Where is the sippycup? ,on the table,on the floor,on the bed,on the couch,Aura
185,Where are they?,at the table,on the terrace,on the bed,on the couch,Aura
185,How many balls are on the table?,1,3,2,7,Aura
185,How many rings does the woman have?,2,one,3,5,Aura
185,What does the woman have on her soulder?,tattoo,scar,scarf,butterfly,Aura
185,Where is the sippycup? ,on the table,on the floor,on the bed,on the couch,Aura
185,How many rings does the woman have?,1,2,3,0,Penghao
185,What is the color of the paper?,pink,white,yellow,blue,Penghao
185,Where are they?,at the table,on the roof,on the bed,at the door,Penghao
185,What is the color of the woman's top?,blue,pink,black,white,Penghao
185,What is the color of the cup?,yellow,blue,black,white,Penghao
186,What color is the boy's t-shirt?,orange,green,blue,brown,Aura
186,What did the boy wrote on his list?,popsicles,oranges,apples,toys,Aura
186,How many dollars did the boy say for popsicles?,$40,$20,$23,$45,Aura
186,What do they need to write first on the list?,milk,apples,toys,cream,Aura
186,What color are the note pads?,pink,orange,white,blue,Aura
186,Do they need any paper towel?,no,yes,,,Penghao
187,How many pieces of papers are in the first cup?,4,5,7,8een,Aura
187,How many white containers are on the table?,2,1,4,5,Aura
187,How many pieces of papers are in the second cup?,18,4,2,16,Aura
187,What do the suggestions say to do?,pizza challenge,dough challenge,cheese challenge,chips challenge,Aura
187,With whom is the girl going to do the challenge?,her dad,her mother,her aunt,her cousin,Aura
187,What is the words on the cup?,YOU ROCK.,YOU SUCK.,DREAMER.,HAPPY.,Penghao
187,What are they doing?,pizza challenge,rock and roll,having dinner,making breakfast,Penghao
187,How many bags are there?,18,17,15,10,Penghao
187,How many people are there?,2,3,4,1,Penghao
187,How many pieces of paper are there in the cup with words on it?,18,15,10,4,Penghao
188,What do they start with?,pick a number,guess a number,roll dices,draw straws,Aura
188,Who is going to be the helper?,the little girl,the big girl,the man,the old lady,Aura
188,What color are the tickets?,orange,green,magenta,brown,Aura
188,What action it is written on the tickets?,precook dough,roll dough,bake dough,take dough,Aura
188,How many people are there?,3,4,5,1,Penghao
188,What is it in the bag?,topping of the pizza,nothing,dough,cheese,Penghao
188,What is the name of the younger girl?,Kylie,Pat,Peter,Lucy,Penghao
188,What is the name of the game they are playing?,pizza challenge,rock paper scissors,treat or trick,rock and roll,Penghao
188,What kind of dough does the man need to use?,precooked dough,basic dough,cornmeal dough,whole-wheat dough,Penghao
189,What does the little girl give them?,the pizza dough,the pizza flour,the donught dough,the olive oil,Aura
189,What does the man use to open the bag?,a knife,scissors,a fork,a glass cutter,Aura
189,What do they first pour on the pan?,olive oil,grape juice,tomatoes sauce,water,Aura
189,How many pizzas does each 1 have?,1,3,2,6,Aura
189,How many pizza pans are on the table?,2,1,3,5,Aura
189,What kind of oil do they use?,olive oil,tea oil,peanut oil,coconut oil,Penghao
189,Why do they put oil into the plate?,so that the pizza won't stick,for fun,to make it more delicious,for health reasons,Penghao
189,How many doughs are there?,2,3,4,1,Penghao
189,What is the color of the sauce?,red,blue,yellow,green,Penghao
189,What is the shape of the dough?,circle,square,triangle,oval,Penghao
190,What are they adding to the pizza?,cheese,cheerios,onions,spinach,Aura
190,How many cheese containers are?,2,1,4,3,Aura
190,How do you prepare for the challenge?,wash hands,wash face,put on gloves,rub hands,Aura
190,What do they are asked to do at the end?,guess a number 1 to 10,pick a bag,pick a container,guess the day,Aura
190,How many red sauce containers are?,2,4,5,1,Aura
190,How many people are in this video?,3,1,2,4 ,Penghao
190,How many men are in this video?,1,2,3,4 ,Penghao
190,How many girls are in this video?,2,1,3,4 ,Penghao
190,How many kids are in this video?,2,1,3,4 ,Penghao
190,What they are doing?,making pizza,dancing,singing,laughing,Penghao
191,What number did the girl get?,17,16,18,10,Aura
191,What number did the man get?,13,twenty,17,11,Aura
191,What color is the number ticket?,magenta,olive,brown,blue,Aura
191,What is the first number they picked?,17,8,15,3,Penghao
191,What is it in the 17th bag?,grapes,apple,olive,steak,Penghao
191,What will happen if you put grapes in microwave?,it will cause explosion,nothing happens,they will be more delicious,they will be unhealthy,Penghao
191,What is the second number the dad took?,13,12,15,3,Penghao
191,What is it in the 13th bag?,cheerios,grapes,sausages,marshmallow,Penghao
192,What is the name of the big girl?,Diana,Lily,Brooklyn,Tara,Aura
192,What number did the girl get?,2,5,8,4,Aura
192,What number did the man get?,3,2,5,8een,Aura
192,What is in the bag number 3?,olives,baby food,jalapeño peppers,onions,Aura
192,What color are the olives?,black,green,brown,beige,Aura
192,How many girls in this video?,2,1,3,4 ,Penghao
192,What words on the white mug?,you rock,1,3,4 ,Penghao
192,What is the color of the cabinet?,white,blue,yellow,green,Penghao
192,What is the color of the grapes?,green,white,blue,yellow,Penghao
192,Waht they are doing?,making pizza,dancing,singing,laughing,Penghao
193,What number did the girl get?,6,18,10,8,Aura
193,What is in the bag number 6?,onions,sardines in olive oil,tomatoes,tuna,Aura
193,What number did the man get?,14,8,4,12,Aura
193,What is in the bag number 14?,jalapeño peppers,onions,sardines in olive oil,banana,Aura
193,What does the girl do to the onion?,spreads it,throws it away,boils it,chops it,Aura
194,What number did the girl get?,8,18,10,11,Aura
194,What number did the man get?,5,8,4,6,Aura
194,What is in the bag number 8?,tuna,sardines in olive oil,tomatoes,pickled beets and onion,Aura
194,What is in the bag number 5?,banana,tuna,sardines in olive oil,onions,Aura
194,What does the man do with the banana before putting it on the pizza?,slices it,cooks it,smashes it,boils it,Aura
194,What is the first number the girl grabbed?,8,7,3,5,Penghao
194,What is the first number the man grabbed?,5,4,1,18,Penghao
194,What is it in the 8th bag?,tuna,sausages,cheese,apple,Penghao
194,What is it in the 5th bag?,banana,apple,grapes,cheese,Penghao
194,What is the girl's attitude towards tuna?,she does not like it,she likes it,she thinks it is not healthy,she is neutral,Penghao
195,What number did the man get?,15,18,11,5,Aura
195,What number did the girl get?,11,15,18,16,Aura
195,What is in the bag number 11?,pickled beets and onion,pickled cucumbers,pickled squash,sardines in olive oil,Aura
195,What is in the bag number 15?,sardines in olive oil,tomatoes,pickled beets and onion,pretzels,Aura
195,What does the girl do with the pickled beets?,puts them on pizza,throws them away,cooks them,slices them,Aura
195,How many men are in this video?,1,2,3,4 ,Penghao
195,Waht they are doing?,making pizza,dancing,singing,laughing,Penghao
195,How many kids are in this video?,2,1,3,4 ,Penghao
195,How many girls in this video?,2,1,3,4 ,Penghao
195,Waht 's the color of the cabinet?,white,blue,yellow,green,Penghao
196,What number did the girl get?,9,10,5,18,Aura
196,What number did the man get?,10,9,4,7,Aura
196,What is in the bag number 9?,roasted peppers,artichoke,avocado,goldfish,Aura
196,What is in the bag number 10?,kidney beans,roasted peppers,artichoke,avocado,Aura
196,What does the man us to take out the beans?,a knife,a spoon,a fork,a colander,Aura
196,What is it in the 9th bag?,red pepper,pineapple,orange,beans,Penghao
196,What is it in the 10th bag?,kidney beans,pepper,pepperoni,steak,Penghao
196,What is the girl's attitude towards Rosie's red pepper?,she hates it,she likes it,she thinks it is not healthy,she is neutral,Penghao
197,What number did the girl get?,16,17,18,14,Aura
197,How many pizzas are on the table?,2,1,3,4,Aura
197,What number did the man get?,12,20,16,10,Aura
197,What is in the bag number 12?,goldfish,pretzels,artichoke,avocado,Aura
197,What does the girl put on her pizza?,carrot baby food,goldfish,pretzels,avocado,Aura
197,Why the girl doen't pick the pepper?,she is scared,her sister wants it,she forgets,her daddy did for her,Penghao
197,What will the man do with the pizza?,gonna eat it becase he hates wasting food,does not eat it,packaged it,throws it away,Penghao
197,How many kids are in this video?,2,1,3,4 ,Penghao
197,How many girls in this video?,2,1,3,4 ,Penghao
198,What number did the girl get?,4,7,14,18,Aura
198,What number did the man get?,18,4,7,14,Aura
198,What is in the bag number 8een?,pretzels,an avocado,an apple,an orange,Aura
198,What is in the bag number 4 ?,artichoke,pretzels,an avocado,garlic,Aura
198,Where does the man put the pretzels on?,on the pizza,on the cake,on the cupcake,in the soup,Aura
198,What is the girl's attitude towards artichokes?,she likes it,she hates it,she thinks it is not healthy,she is neutral,Penghao
198,How many people are there?,3,4,5,12,Penghao
199,What is the first number?,7,17,16,10,Aura
199,What is in the second bag?,an avocado,an apple,an orange,a ball,Aura
199,What number is the dad requesting?,1,7,6,2,Aura
199,What color is the mug?,white,black,navy,orange,Aura
199,What do they all go do at the end?,wash hands,raise hands,hold hands,eat,Aura
199,What is the first number that the man took?,1,12,3,11,Penghao
199,What is it in the 7th bag?,garlic,avocado,artichoke,orange,Penghao
199,What they will put into the oven?,pizza,eggs,hotdog,steak,Penghao
200,What are they getting ready to do?,put the pizzas in the oven,freeze the pizzas,taste the pizzas,throw away the pizzas,Aura
200,On which rack is she placing the pizza?,top rack,middle rack,bottom rack,third rack,Aura
200,Where are they?,in the kitchen,on the terrace,in the living room,on the couch,Aura
200,What color is the oven?,black,blue,white,red,Aura
200,What color are the little girl's shorts?,white,black,blue,pink,Aura
200,Why the girl is very scared?,afraid of the grapes will explode,there are some dogs in her house,there are some cats in her house,can't find her younger sister,Penghao
200,How many kids are in this video?,2,1,3,4 ,Penghao
200,How many girls in this video?,2,1,3,4 ,Penghao
200,What's color of the younger sister's top?,pink,blue,white,black,Penghao
200,How many men are in this video?,1,2,3,4 ,Penghao
201,What is the pizza put on?,cardboard,orange cutboards,brown plates,cooking pans,Aura
201,What do they do to the pizza before eating it?,cut it,roll it,freeze it,put it in the oven,Aura
201,How many pizza cutters they have?,2,1,3,4,Aura
201,What are the pizzas ready for?,to be cut and tasted,to be cooked,to be frozen,to be sold,Aura
201,How many bottles of water are in the room?,1,2,3,4,Aura
201,How does the older girl thinks of her pizza?,disgusting,delicious,adorable,fantastic,Penghao
201,How many pizzas are there?,2,3,1,0,Penghao
201,What is the color of the man's shirt?,grey,black,blue,white,Penghao
201,Why does the girl ask her dad to help her cut the pizza?,because she does not want to ruin it,because she dislikes it,because she cut her finger,because she is lazy,Penghao
202,Who suggested the toppings?,the viewers,the mother,the dad,the aunt,Aura
202,How many pieces of pizza will each grab?,1,2,3,4,Aura
202,What color are the plates?,white,yellow,orange,brown,Aura
202,Who is the man?,the dad,the uncle,the cousin,the brother,Aura
202,What does the little girl has to make sure of?,the pizza is not hot,the pizza is not undercooked,the pizza is not overcooked,the pizza is too hot,Aura
202,How many people are there?,3,4,2,1,Penghao
202,How many pizzas are there?,2,3,4,1,Penghao
202,How many men are in this video?,1,2,3,4 ,Penghao
202,How many girls in this video?,2,1,3,4 ,Penghao
203,How many people are in the room?,3,1,5,2,Aura
203,What color is the man's top?,gray,red,brown,green,Aura
203,What food does the woman do not like?,beets and garlic,hot peppers,onion and garlic,bananas,Aura
203,What food does the men have on his pizza?,olives and beans,beets and garlic,hot peppers,garlic,Aura
203,How many pizzas are on the table?,2,1,3,4,Aura
203,How does the older girl think of her pizza?,not that bad,disgusting,adorable,fantastic,Penghao
203,Does the girl like garlic?,no,yes,,,Penghao
203,Why does not the younger girl eat the pizza?,because it is too hot,because it is disgusting,because she does not like it,because her dad does not allow her to eat,Penghao
203,How many people are there?,3,4,2,1,Penghao
204,What is the fun part?,making the pizza,eating the pizza,cooking the pizza,throwing out the pizza,Aura
204,What is the requirement?,take a bite and don't spit out,take a bite and throw it out,take three bites,cook the pizza,Aura
204,how many glasses are on the table?,1,2,0,3,Aura
204,What food does the woman hate?,beets and garlic,beets and onion,onion and garlic,tomatoes,Aura
204,How many pizzas are on the table?,2,1,3,5,Aura
204,What is the not so fun part?,tasting the pizza,making the pizza,cleaning the table,washing dishes,Penghao
204,How many people are there?,3,4,2,1,Penghao
204,How many men are in this video?,1,2,3,4 ,Penghao
205,Who takes the first bite?,the little girl,the woman,the man,the cat,Aura
205,What is the girl eating?,pizza,scone,cake,cookies,Aura
205,Where are they seated?,at the counter,on the terrace,on the floor,on the couch,Aura
205,How many white plates are on the table?,2,1,3,4,Aura
205,What color is the little girl's top?,violet,red,brown,red,Aura
205,Is the pizza hot now?,no,yes,,,Penghao
205,How many people are there?,2,3,4,1,Penghao
205,Does the younger girl like the pizza?,no,yes,,,Penghao
205,How many girls in this video?,2,3,4,1,Penghao
205,What is on the pizza?,topping and cheese,hotdog,beef,artichoke,Penghao
206,How many boxes of cookies are there?,14,15,10,17,Aura
206,How many orange boxes of cookies are there?,2,1,3,4,Aura
206,How many are they going to have on a plate?,1,3,2,4,Aura
206,What are they going to do?,the pop tart challenge,the pop game,the tart game,the cake challenge,Aura
206,How many different flavors of cookies are there?,14,16,10,17,Aura
206,How many girls are there?,2,3,4,1,Penghao
206,How many people are there?,3,4,5,2,Penghao
206,How many men are there?,1,2,3,4,Penghao
207,What flavor of cookies do they taste?,blueberry,peanut butter,brown sugar cinnamon,sea salt,Aura
207,Who likes the cookies?,the man,the big girl,the little girl,the aunt,Aura
207,How many orange boxes of cookies are there?,2,one,3,10,Aura
207,How many blue boxes of cookies are there?,10,2,15,11,Aura
207,What color is the big girl's top?,grey,blue,brown,black,Aura
207,Does the man like the first one?,yes,no,,,Penghao
207,What is the girl's answer?,blueberry,strawberry,watermelon,vanilla,Penghao
207,What is the correct answer?,blueberry,strawberry,watermelon,vanilla,Penghao
207,Who is the winner for the first challenge?,the girl,the man,both of them,neither of them,Penghao
207,How many people are there?,3,4,5,2,Penghao
208,What color is the man's top?,black,red,brown,green,Aura
208,What color are the masks?,black,blue,green,white,Aura
208,Who is wearing a necklace?,the big girl,the little girl,the man,the old lady,Aura
208,What flavor of cookies do they taste?,peanut butter,brown sugar cinnamon,sea salt,cocoa,Aura
208,Where are they seated?,at the counter,on the terrace,on the floor,on the couch,Aura
208,What is the correct answer?,peanut butter,strawberry,blueberry,chocolate,Penghao
208,What is the man's answer?,peanut butter,strawberry,blueberry,chocolate,Penghao
208,what is the girl's answer?,peanut butter,strawberry,blueberry,chocolate,Penghao
208,Who is the winner?,both of them,the man,the girl,neither of them,Penghao
208,How many people are there?,3,4,5,2,Penghao
209,Who cannot smell anything?,the big girl,the man,the aunt,the little girl,Aura
209,Who has short hair?,the man,the big girl,the cousin,the aunt,Aura
209,What color is the girl's bracelet?,black,green,violet,brown,Aura
209,What is the name of the cookies?,pop tarts,nut tarts,graham crackers,cherry tarts,Aura
209,What flavor of cookies do they taste?,chocolate peanut butter,chocolate milk,peanut butter,chocolate chips,Aura
209,Does the girl smell anything?,no,yes,,,Penghao
209,What is the correct answer?,chocolate peanut butter,strawberry,peanut butter,blueberry,Penghao
209,What is the man's answer?,chocolate,strawberry,peanut butter,blueberry,Penghao
209,What is the girl's answer?,chocolate peanut butter,strawberry,peanut butter,blueberry,Penghao
209,Who is the winner?,the girl,the man,both of them,neither of them,Penghao
210,How many people are in the room?,3,1,5,2,Aura
210,How many people are wearing masks?,2,3,1,6,Aura
210,How many people have a plate?,3,2,1,5,Aura
210,How many cookies does each one eat?,1,4,2,3,Aura
210,What flavor was the cookie?,brown sugar cinnamon,sea salt,cocoa,cappuccino,Aura
210,Does the man like the flavor?,yes,no,,,Penghao
210,What is the correct answer?,brown sugar cinnamon,peanut butter,blueberry,lemon,Penghao
210,What is the girl's answer?,brown sugar cinnamon,peanut butter,blueberry,lemon,Penghao
210,Who is the winner?,the girl,the man,neither of them,both of them,Penghao
210,What is the man's answer?,brown sugar,peanut butter,blueberry,lemon,Penghao
211,What is the little girl's name?,Paisly,Brice,Paula,Brooklyn,Aura
211,What is the little girl's favorite color?,pink,red,white,brown,Aura
211,How old is the little girl?,3,1,2,4,Aura
211,How many girls love pink?,2,3,1,4,Aura
211,What does the little girl have pink?,her lips,her skirt,her fingernails,her t-shirt,Aura
211,What is on the woman's shirt?,a cat,a dog,an apple,a frog,Penghao
211,How many people are there?,2,3,4,1,Penghao
212,What color are the cats the little girl likes?,orange,black,white,brown,Aura
212,What size are the cats the little girl likes?,big,tiny,average,small,Aura
212,What do the girls say that the cats say?,meow,oink,ham-ham,woof,Aura
212,What do the girls say that the butterfly say?,tweet-tweet,meow,woof,moo,Aura
212,What do the girls say that the horse say?,naaay,moo,tweet-tweet,woof,Aura
212,What is Paisy's favorite animal?,big cats,pig,tiger,dog,Penghao
212,Waht do dogs say?,woof,tweet-tweet,meow,moo,Penghao
213,What does the cow say?,mooo,ga-ga,oink,meow,Aura
